budget,genres,popularity,revenue,runtime,title,vote_average,cast
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",5.870319,0,88.0,Welcome to the Dollhouse,6.9,"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato']"
800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.59424,1001437,114.0,Ruby in Paradise,5.6,"['Ashley Judd', 'Todd Field', 'Bentley Mitchum']"
800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.643662,2816116,88.0,Raising Victor Vargas,7.8,"['Victor Rasuk', 'Judy Marte', 'Melonie Diaz']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1.824184,0,109.0,Pandora's Box,7.6,"['Louise Brooks', 'Fritz Kortner', 'Francis Lederer']"
0,[],0.006943,0,0.0,Harrison Montgomery,0.0,[]
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",0.038706,0,83.0,Live-In Maid,7.8,"['Norma Aleandro', 'Norma Argentina ', 'Marcos Mundstock']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2.171288,0,101.0,Deterrence,6.1,"['Kevin Pollak', 'Timothy Hutton', 'Sheryl Lee Ralph']"
800000,"[{""id"": 18, ""name"": ""Drama""}]",5.292536,62852,94.0,The Mudge Boy,7.3,"['Emile Hirsch', 'Tom Guiry', 'Richard Jenkins']"
0,"[{""id"": 18, ""name"": ""Drama""}]",0.004922,0,87.0,The Young Unknowns,0.0,"['Devon Gummersall', 'Arly Jover', 'Eion Bailey']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",1.186971,0,90.0,Not Cool,3.7,"['Shane Dawson', 'Cherami Leigh', 'Drew Monson']"
800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",11.205726,1984662,91.0,Dead Snow,6.1,"['Charlotte Frogner', 'Stig Frode Henriksen', 'Vegar Hoel']"
780000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",6.003418,0,90.0,Saints and Soldiers,6.6,"['Larry Bagby', 'Alexander Polinsky', 'Kirby Heyborne']"
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.322553,0,14.0,Vessel,5.9,"['Brandon Bales', 'Brandy Maasch', 'Julie Mintz']"
777000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",19.326115,140000000,110.0,American Graffiti,6.9,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",1.517771,0,75.0,Iraq for Sale: The War Profiteers,8.0,"[{""cast_id"": 1000, ""character"": ""Himself"", ""credit_id"": ""52fe45a7c3a36847f80d3267"", ""gender"": 0, ""id"": 938732, ""name"": ""Shereef Akeel"", ""order"": 0}]"
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",1.453146,0,86.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,"['Dana Snyder', 'Carey Means', 'Dave Willis']"
750000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",25.186002,4007792,85.0,Safety Not Guaranteed,6.8,"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",5.498834,0,89.0,Kevin Hart: Laugh at My Pain,7.7,"[{""cast_id"": 1, ""character"": ""Himself"", ""credit_id"": ""52fe48cec3a368484e10bf79"", ""gender"": 2, ""id"": 55638, ""name"": ""Kevin Hart"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Na'im Lynn"", ""credit_id"": ""52fe48cec3a368484e10bf7d"", ""gender"": 0, ""id"": 576229, ""name"": ""Na'im Lynn"", ""order"": 1}]"
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12.203041,171760,95.0,Kill List,6.0,"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson']"
750000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",14.386807,78396,102.0,The Innkeepers,5.4,"['Sara Paxton', 'Pat Healy', 'Kelly McGillis']"
750000,"[{""id"": 18, ""name"": ""Drama""}]",8.429295,0,107.0,The Conformist,7.6,"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin']"
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.471264,0,88.0,Interview with the Assassin,5.6,"['Dylan Haggerty', 'Renee Faia', 'Dennis Lau']"
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",3.283886,0,99.0,Donkey Punch,4.5,"['Nichola Burley', 'Sian Breckin', 'Jaime Winstone']"
750000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",12.284939,0,90.0,All the Boys Love Mandy Lane,5.7,"['Amber Heard', 'Anson Mount', 'Michael Welch']"
0,"[{""id"": 27, ""name"": ""Horror""}]",1.039149,0,95.0,Bled,3.8,"['Sarah Farooqui', 'Chris Ivan Cevic', 'Alex Petrovitch']"
730000,"[{""id"": 37, ""name"": ""Western""}]",18.644023,8000000,85.0,High Noon,7.6,"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell']"
700000,"[{""id"": 99, ""name"": ""Documentary""}]",9.188431,7830611,171.0,Hoop Dreams,7.7,"[{""cast_id"": 1, ""character"": ""Himself"", ""credit_id"": ""52fe45e19251416c7506591d"", ""gender"": 2, ""id"": 134119, ""name"": ""William Gates"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Himself"", ""credit_id"": ""52fe45e19251416c75065921"", ""gender"": 2, ""id"": 134120, ""name"": ""Arthur Agee"", ""order"": 1}, {""cast_id"": 6, ""character"": ""Narrator"", ""credit_id"": ""52fe45e19251416c75065937"", ""gender"": 2, ""id"": 122449, ""name"": ""Steve James"", ""order"": 2}]"
0,"[{""id"": 99, ""name"": ""Documentary""}]",1.623769,0,86.0,Rize,5.9,"['Christopher Toler', 'Tommy the Clown', 'Miss Prissy']"
700000,"[{""id"": 18, ""name"": ""Drama""}]",7.731064,1667192,97.0,L.I.E.,6.7,"['Paul Dano', 'Bruce Altman', 'Brian Cox']"
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2.868942,0,104.0,The Sisterhood of Night,6.5,"['Kara Hayward', 'Georgie Henley', 'Olivia DeJonge']"
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",0.631571,0,84.0,B-Girl,5.5,"[""Julie 'Jules' Urich"", 'Missy Yager', 'Wesley Jonathan']"
700000,"[{""id"": 18, ""name"": ""Drama""}]",12.378031,4911725,107.0,Half Nelson,6.5,"['Ryan Gosling', 'Jeff Lima', 'Shareeka Epps']"
700000,"[{""id"": 18, ""name"": ""Drama""}]",0.578798,10508,107.0,Naturally Native,0.0,"['Valerie Red-Horse', 'Yvonne Russo', 'Irene Bedard']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",0.003142,0,92.0,Hav Plenty,0.0,"['Christopher Scott Cherot', 'Chenoa Maxwell', 'Tammi Katherine Jones']"
750000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1.471139,0,80.0,Adulterers,5.2,"['Sean Faris', 'Danielle Savre', 'Mehcad Brooks']"
650,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",1.352222,0,90.0,Escape from Tomorrow,4.8,"['Roy Abramsohn', 'Elena Schuber', 'Katelynn Rodriguez']"
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10769, ""name"": ""Foreign""}]",0.429083,0,103.0,Starsuckers,6.2,"['Ellis Cashmore', 'Max Clifford', 'Richard Curtis']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.045648,0,70.0,The Hadza:  Last of the First,0.0,[]
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4.596157,0,90.0,After,5.6,"['Steven Strait', 'Karolina Wydra', 'Sandra Ellis Lafferty']"
625000,"[{""id"": 18, ""name"": ""Drama""}]",0.283059,0,68.0,Treachery,4.8,"['Matthew Ziff', 'Michael Biehn', 'Sarah Butler']"
700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2.659006,0,87.0,Walter,5.3,"['Andrew J. West', 'Justin Kirk', 'Virginia Madsen']"
609000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3.898498,3202000,101.0,Top Hat,7.4,"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']"
60000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",41.690578,248000000,81.0,The Blair Witch Project,6.3,"['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard']"
600000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",3.409764,34505110,225.0,Woodstock,7.1,"['Joe Cocker', 'Richie Havens', 'Joan Baez']"
600000,"[{""id"": 35, ""name"": ""Comedy""}]",10.861167,0,83.0,The Kentucky Fried Movie,6.4,"['Evan C. Kim', 'Bong Soo Han', 'Marilyn Joi']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",0.099902,0,106.0,Mercy Streets,5.5,"['Eric Roberts', 'David A.R. White', 'Cynthia Watros']"
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",0.006069,0,103.0,Carousel of Revenge,0.0,"['Erik Allen', 'Randy Baranczyk', 'Chris Carlson']"
0,"[{""id"": 18, ""name"": ""Drama""}]",0.069277,0,90.0,Broken Vessels,6.0,"['Todd Field', 'Jason London', 'Roxana Zal']"
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0.350557,0,0.0,Water & Power,3.0,"['Enrique Murciano', 'Nicholas Gonzalez', 'Clancy Brown']"
522360,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",0.071349,0,105.0,They Will Have to Kill Us First,5.0,"['Aliou Touré', 'Oumar Touré', 'Garba Touré']"
0,[],0.012942,0,0.0,Light from the Darkroom,0.0,[]
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2.651304,0,102.0,The Country Doctor,6.0,"['François Cluzet', 'Marianne Denicourt', 'Isabelle Sadoyan']"
0,"[{""id"": 53, ""name"": ""Thriller""}]",1.501688,0,98.0,The Maid's Room,4.8,"['Paula Garcés', 'Annabella Sciorra', 'Bill Camp']"
560000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",10.730056,12299668,88.0,A Hard Day's Night,7.3,"['John Lennon', 'Paul McCartney', 'George Harrison']"
56000,"[{""id"": 99, ""name"": ""Documentary""}]",0.010909,0,80.0,The Harvest (La Cosecha),0.0,[]
550000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.001586,0,98.0,Love Letters,4.6,"['Jamie Lee Curtis', 'Bonnie Bartlett', 'Matt Clark']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.061248,0,83.0,Juliet and Alfa Romeo,6.0,"['Dario Nožić Serini', 'Jan Gerl Korenc', 'Špela Colja']"
500000,"[{""id"": 18, ""name"": ""Drama""}]",6.093989,33456317,122.0,Fireproof,7.0,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel']"
550000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",0.48088,0,115.0,Faith Connections,4.2,"['Bhole Baba', 'Hatha Yogi Baba', 'Pant Shirt Baba']"
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2.651418,0,86.0,Benji,6.1,"['Patsy Garrett', 'Allen Fiuzat', 'Cynthia Smith']"
130000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15.611857,54667954,79.0,Open Water,5.4,"['Blanchard Ryan', 'Daniel Travis', 'Saul Stein']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",1.292948,0,87.0,High Road,5.8,"['Kathryn Burns', 'Lizzy Caplan', 'Michael Coleman']"
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2.537032,17000000,97.0,Kingdom of the Spiders,5.7,"['William Shatner', 'Tiffany Bolling', 'Woody Strode']"
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",0.772668,0,105.0,Mad Hot Ballroom,7.2,[]
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",11.578545,8679814,88.0,The Station Agent,7.4,"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale']"
0,"[{""id"": 18, ""name"": ""Drama""}]",0.05021,0,120.0,To Save A Life,6.2,"['Randy Wayne', 'Deja Kreutzberg', 'Joshua Weigel']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.906096,0,94.0,Wordplay,7.3,"['Will Shortz', 'Merl Reagle', 'Tyler Hinman']"
2053648,"[{""id"": 99, ""name"": ""Documentary""}]",2.778633,500000,102.0,Beyond the Mat,7.8,"['Mick Foley', 'Terry Funk', 'Vince McMahon']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",0.920591,0,102.0,The Singles Ward,7.5,"['Will Swenson', 'Connie Young', 'Daryn Tufts']"
46000,"[{""id"": 18, ""name"": ""Drama""}]",1.447734,0,83.0,Osama,6.3,"['Marina Golbahari', 'Arif Herati', 'Zubaida Sahar']"
500000,"[{""id"": 99, ""name"": ""Documentary""}]",0.109579,845188,93.0,Sholem Aleichem: Laughing In The Darkness,7.0,"['Rachel Dratch', 'Hillel Halkin', 'Jason Kravitz']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1.09454,0,86.0,Groove,5.6,"['Hamish Linklater', 'Denny Kirkwood', 'Mackenzie Firgens']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]",0.082978,0,101.0,The R.M.,4.8,"[{""cast_id"": 0, ""character"": ""Jared Phelps"", ""credit_id"": ""532bc6bec3a3684bb10009d7"", ""gender"": 2, ""id"": 63494, ""name"": ""Kirby Heyborne"", ""order"": 1}]"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.619136,0,111.0,Twin Falls Idaho,7.0,"['Mark Polish', 'Michael Polish', 'Michele Hicks']"
500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",8.519202,603943,90.0,Mean Creek,6.9,"['Rory Culkin', 'Scott Mechlowicz', 'Trevor Morgan']"
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0.36447,0,86.0,Hurricane Streets,4.8,"['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.039077,0,98.0,Never Again,4.0,"['Jeffrey Tambor', 'Jill Clayburgh', 'Caroline Aaron']"
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.665512,0,95.0,Civil Brand,5.3,"['LisaRaye McCoy', ""N'Bushe Wright"", 'Monica Calhoun']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.433625,0,91.0,Lonesome Jim,6.4,"['Casey Affleck', 'Kevin Corrigan', 'Liv Tyler']"
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",17.378455,343341,90.0,Drinking Buddies,6.0,"['Olivia Wilde', 'Jake Johnson', 'Anna Kendrick']"
500000,"[{""id"": 99, ""name"": ""Documentary""}]",0.425195,0,88.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,"['Ricky Jay', 'Dick Cavett', 'Winston Simon']"
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",39.756748,271841,207.0,Seven Samurai,8.2,"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.388401,0,89.0,The Other Dream Team,6.9,"['Greg Speirs', 'Jim Lampley', 'Bill Walton']"
500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.354816,0,97.0,Johnny Suede,4.7,"['Brad Pitt', 'Calvin Levels', 'Catherine Keener']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",0.459625,0,84.0,Finishing The Game,4.9,"['Roger Fan', 'Sung Kang', 'Monique Gabriela Curnen']"
500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",9.108949,98017,85.0,Rubber,5.7,"['Thomas F. Duffy', 'David Bowe', 'Stephen Spinella']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.65426,0,100.0,Kiss the Bride,4.2,"[{""cast_id"": 1, ""character"": ""Alex"", ""credit_id"": ""52fe47f49251416c750aafa5"", ""gender"": 1, ""id"": 19149, ""name"": ""Tori Spelling"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Larry"", ""credit_id"": ""580906109251410f5700b360"", ""gender"": 0, ""id"": 1697208, ""name"": ""Les Williams"", ""order"": 1}]"
0,"[{""id"": 18, ""name"": ""Drama""}]",1.390909,0,112.0,The Slaughter Rule,6.2,"['Ryan Gosling', 'David Morse', 'Clea DuVall']"
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",26.406001,4242978,94.0,Monsters,6.2,"['Whitney Able', 'Scoot McNairy', 'Annalee Jefferies']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0.218736,0,91.0,The Californians,4.0,"['Noah Wyle', 'Illeana Douglas', 'Kate Mara']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",0.383442,0,91.0,The Living Wake,5.0,"['Jesse Eisenberg', ""Mike O'Connell"", 'Jim Gaffigan']"
500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2.391847,0,87.0,Detention of the Dead,4.5,"['Jacob Zachar', 'Alexa Nikolas', 'Christa Brittany  Allen']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",1.68502,0,98.0,Crazy Stone,6.9,"['Guo Tao', 'Liu Hua', 'Liu Gang']"
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",0.607782,0,95.0,Scott Walker: 30 Century Man,7.0,"['Scott Walker', 'Damon Albarn', 'David Bowie']"
500000,"[{""id"": 18, ""name"": ""Drama""}]",0.046903,0,87.0,Everything Put Together,5.0,"['Radha Mitchell', 'Megan Mullally', 'Catherine Lloyd Burns']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",10.924273,316472,104.0,Good Kill,5.9,"['Ethan Hawke', 'January Jones', 'Zoë Kravitz']"
0,[],0.021419,0,96.0,The Outrageous Sophie Tucker,0.0,[]
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.142073,0,103.0,Now Is Good,7.3,"['Dakota Fanning', 'Jeremy Irvine', 'Kaya Scodelario']"
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",1.600171,0,104.0,Girls Gone Dead,3.5,"['Katie Peterson', 'Shea Stewart', 'Brandy Whitford']"
0,[],0.0,0,0.0,America Is Still the Place,0.0,[]
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",0.397323,0,110.0,Subconscious,3.4,"['Tim Abell', 'Naomi Brockwell', 'Aleisha Force']"
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3.637857,0,90.0,Enter Nowhere,6.5,"['Katherine Waterston', 'Scott Eastwood', 'Sara Paxton']"
500,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0.080105,0,101.0,El Rey de Najayo,0.0,"['Manny Pérez', 'Luz Garcia', 'Sergio Carlo']"
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}]",0.251828,0,94.0,Fight to the Finish,5.2,"['Jennifer Hale', 'Evan Hannemann', 'Tonya Kay']"
0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 27, ""name"": ""Horror""}]",0.674398,0,0.0,Alleluia! The Devil's Carnival,6.0,"['Terrance Zdunich', 'Paul Sorvino', 'Marc Senter']"
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",0.072359,0,90.0,The Sound and the Shadow,0.0,"['Joseph E. Murray', 'Alex Anfanger', 'Rhomeyn Johnson']"
0,"[{""id"": 10751, ""name"": ""Family""}]",0.087574,0,108.0,Rodeo Girl,5.5,"['Kevin Sorbo', 'Sophie Bolen', 'Derek Brandon']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",0.069244,0,82.0,Born to Fly: Elizabeth Streb vs. Gravity,5.0,"['Elizabeth Streb', 'Fabio Tavares', 'Sarah Callan']"
500000,[],0.073079,0,84.0,The Little Ponderosa Zoo,2.0,[]
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",6.672008,0,82.0,The Toxic Avenger,6.3,"['Mitch Cohen', 'Andree Maranda', 'Jennifer Prichard']"
0,"[{""id"": 18, ""name"": ""Drama""}]",0.161517,0,0.0,Straight Out of Brooklyn,4.3,[]
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.330691,773228,107.0,Bloody Sunday,7.2,"['James Nesbitt', 'Allan Gildea', 'Gerard Crossan']"
0,[],0.165257,0,0.0,Diamond Ruff,2.4,[]
450000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4.442355,973525,84.0,Conversations with Other Women,6.2,"['Helena Bonham Carter', 'Aaron Eckhart', 'Yury Tsykun']"
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",3.905877,0,103.0,Poultrygeist: Night of the Chicken Dead,5.9,"['Jason Yachanin', 'Kate Graham', 'Allyson Sereboff']"
0,[],0.136721,0,0.0,Mutual Friends,0.0,"['Caitlin Fitzgerald', 'Cheyenne Jackson', 'Peter Scanavino']"
439000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.933366,2281000,89.0,42nd Street,6.1,"['Warner Baxter', 'Bebe Daniels', 'George Brent']"
0,[],0.052942,0,0.0,Rise of the Entrepreneur: The Search for a Better Way,8.0,[]
225000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1.014966,0,98.0,Metropolitan,7.0,"['Edward Clements', 'Chris Eigeman', 'Taylor Nichols']"
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",4.321249,0,132.0,As It Is in Heaven,6.9,"['Michael Nyqvist', 'Frida Hallgren', 'Helen Sjöholm']"
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}]",0.160234,0,90.0,Roadside,4.2,"[{""cast_id"": 1, ""character"": ""Dan Summers"", ""credit_id"": ""54850b07c3a36859120014fb"", ""gender"": 0, ""id"": 1325939, ""name"": ""Ace Marrero"", ""order"": 1}, {""cast_id"": 2, ""character"": ""Mindy Summers"", ""credit_id"": ""54850b179251416a6c0019f3"", ""gender"": 0, ""id"": 1186711, ""name"": ""Katie Stegeman"", ""order"": 2}]"
400000,"[{""id"": 35, ""name"": ""Comedy""}]",23.603514,46118097,95.0,Napoleon Dynamite,6.7,"['Jon Heder', 'Aaron Ruell', 'Jon Gries']"
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25.349758,258384,90.0,Blue Ruin,6.9,"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves']"
15000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",47.456823,193355800,86.0,Paranormal Activity,5.9,"['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs']"
0,"[{""id"": 99, ""name"": ""Documentary""}]",3.291609,0,91.0,Dogtown and Z-Boys,7.2,"['Sean Penn', 'Jay Adams', 'Henry Rollins']"
400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",64.782984,5028948,91.0,Monty Python and the Holy Grail,7.8,"['Graham Chapman', 'John Cleese', 'Terry Gilliam']"
